Shape,Carat,Cut,Color,Clarity,Table,Depth,Cert,Measurements,Price
Heart,3.13,Good,D,SI2,54,56.9,AGS,9.32 x 10.61 x 6.03,"$27,616"
Heart,1.03,Good,H,I1,51,57.5,AGS,6.22 x 7.03 x 4.04,"$3,188"
Heart,1.02,Good,G,SI2,56,51.3,AGS,6.36 x 7.07 x 3.64,"$3,158"
Heart,1.63,Good,K,SI2,63,43,AGS,7.83 x 8.28 x 3.56,"$4,009"
Heart,1.2,Ideal,E,SI2,48.4,57.9,AGS,7.42 x 6.25 x 4.29,"$5,256"
Heart,1.5,Ideal,E,SI2,52,53,AGS,8.22 x 7.4 x 4.36,"$7,860"
Heart,1.71,Ideal,H,SI2,51.4,61.4,AGS,8.34 x 7.28 x 5.12,"$8,557"
Heart,2.04,Ideal,F,SI2,52,50.2,AGS,8.79 x 8.13 x 4.41,"$14,121"
Heart,2.04,Ideal,F,SI2,64.9,39.3,AGS,9.83 x 8.83 x 3.87,"$12,612"
Heart,1.67,Ideal,I,SI2,54.5,41.6,AGS,7.84 x 9.1 x 3.79,"$6,700"
Heart,1.88,Ideal,I,SI2,64,52.3,AGS,8.23 x 8.16 x 4.31,"$9,552"
Heart,1.01,Ideal,I,SI2,58,49.9,AGS,6.82 x 6.79 x 3.39,"$2,719"
Heart,3.13,V.Good,D,SI2,54,56.9,AGS,9.32 x 10.61 x 6.03,"$28,889"
Heart,1.01,Good,I,SI2,58,49.9,AGS,6.82 x 6.79 x 3.39,"$2,386"
Heart,1.2,V.Good,E,SI2,48,57.9,AGS,7.42 x 6.25 x 4.29,"$4,694"
Heart,1.5,V.Good,E,SI2,52,53,AGS,8.22 x 7.40 x 4.36,"$6,969"
Heart,1.67,Good,I,SI2,54,41.6,AGS,9.10 x 7.84 x 3.79,"$5,962"
Heart,1.71,V.Good,H,SI2,51,61.4,AGS,8.34 x 7.28 x 5.12,"$7,676"
Heart,1.88,Good,I,SI2,64,52.3,AGS,8.23 x 8.16 x 4.31,"$8,636"
Heart,2.04,V.Good,F,SI2,52,50.2,AGS,8.79 x 8.13 x 4.41,"$12,584"
Heart,0.96,V.Good,H,SI2,58,65.8,GIA,5.49 x 6.42 x 4.22,"$2,850"
Heart,0.96,Good,I,VVS1,55,55.1,GIA,6.09 x 6.95 x 3.83,"$4,810"
Heart,0.96,Ideal,G,SI1,59,57.6,GIA,6.86 x 5.65 x 3.95,"$3,620"
Heart,0.96,Ideal,F,SI2,55,59.1,GIA,6.08 x 6.82 x 4.03,"$4,390"
Heart,0.96,Ideal,I,SI1,60,61.5,GIA,5.91 x 6.59 x 4.05,"$2,980"
Heart,0.96,Ideal,G,VS1,59,59.1,GIA,6.27 x 6.6 x 3.9,"$4,640"
Heart,0.96,Ideal,E,VS1,56,58.2,GIA,6.86 x 6.19 x 3.99,"$4,710"
Heart,0.96,Ideal,G,SI1,55,60.5,GIA,6.07 x 6.61 x 4,"$4,380"
Heart,0.96,Ideal,G,VS1,62,60.7,GIA,5.77 x 6.92 x 4.2,"$4,480"
Heart,0.96,Ideal,J,SI2,57,60,GIA,6.8 x 5.66 x 4.08,"$2,470"
Heart,0.96,V.Good,H,VVS2,57,58.2,GIA,5.98 x 6.85 x 3.99,"$4,350"
Heart,0.96,Good,I,SI1,60,56.6,GIA,6.91 x 6.16 x 3.91,"$3,010"
Heart,0.96,Good,D,VS2,57,58.5,GIA,6.79 x 5.94 x 3.97,"$4,430"
Heart,0.96,Ideal,H,VS2,56,59.7,GIA,6.86 x 5.51 x 4.1,"$4,100"
Heart,0.96,V.Good,E,VVS1,60,58.6,GIA,6.88 x 5.56 x 4.03,"$6,000"
Heart,0.96,Ideal,F,VS2,61,58,GIA,6.79 x 5.91 x 3.94,"$4,210"
Heart,0.47,V.Good,J,SI1,68,46.2,GIA,5.26 x 5.44 x 2.51,$523
Heart,2.25,V.Good,G,SI2,56,56.9,GIA,8.25 x 8.84 x 5.03,"$13,297"
Heart,0.84,V.Good,D,SI1,64,58.6,GIA,5.24 x 6.72 x 3.94,"$2,712"
Heart,1.01,V.Good,H,SI2,55,62.6,GIA,6.13 x 6.53 x 4.09,"$3,183"
Heart,1.03,V.Good,E,SI2,59,57.7,GIA,5.80 x 7.11 x 4.10,"$3,652"
Heart,0.91,V.Good,G,SI2,58,63.2,GIA,5.51 x 6.42 x 4.06,"$2,476"
Heart,0.9,V.Good,G,SI2,58,60.2,GIA,5.59 x 6.49 x 3.91,"$2,451"
Heart,1.56,V.Good,E,SI2,60,58.5,GIA,6.84 x 8.04 x 4.70,"$7,311"
Heart,1.01,V.Good,D,VS2,60,55.1,GIA,6.51 x 6.84 x 3.77,"$5,225"
Heart,1,V.Good,F,VS2,57,64,GIA,6.05 x 6.37 x 4.08,"$4,729"
Heart,0.95,V.Good,F,VS2,52,49.6,GIA,6.26 x 6.91 x 3.43,"$3,502"
Heart,1.03,V.Good,I,SI2,56,59.7,GIA,6.11 x 6.83 x 4.08,"$2,550"
Heart,2.42,V.Good,J,SI2,59,47.9,GIA,8.83 x 9.25 x 4.43,"$11,808"
Heart,3.03,V.Good,J,SI1,64,47.3,GIA,9.83 x 10.10 x 4.78,"$20,668"
Heart,1.04,V.Good,G,VVS2,59,57.5,GIA,6.19 x 6.86 x 3.95,"$5,886"
Heart,1.24,V.Good,I,VVS1,57,44,GIA,6.90 x 8.18 x 3.60,"$5,544"
Heart,1.01,V.Good,E,SI1,60,61.6,GIA,5.95 x 6.78 x 4.18,"$5,170"
Heart,1.01,V.Good,E,VS2,64,48.3,GIA,6.35 x 7.31 x 3.53,"$5,648"
Heart,1.02,V.Good,F,VS2,61,57.3,GIA,6.11 x 6.92 x 3.96,"$5,618"
Heart,0.89,V.Good,I,SI1,61,48.1,GIA,6.15 x 6.97 x 3.36,"$2,334"
Heart,0.94,Ideal,E,SI1,54,61.1,GIA,6.81 x 5.51 x 4.16,"$5,810"
Heart,0.94,Good,D,SI2,60,56,GIA,6.72 x 5.98 x 3.76,"$3,740"
Heart,0.94,Ideal,F,SI2,58,57.6,GIA,6.7 x 6.57 x 3.86,"$4,020"
Heart,0.94,Ideal,D,SI1,57,59.4,GIA,5.79 x 6.79 x 4.03,"$4,110"
Heart,0.91,Ideal,F,SI1,59,60.2,GIA,6.45 x 5.96 x 3.88,"$3,220"
Heart,0.91,Ideal,E,VS2,59,57.6,GIA,5.65 x 6.62 x 3.82,"$4,570"
Heart,0.91,Good,F,SI2,59,55,GIA,6.12 x 6.85 x 3.77,"$3,480"
Heart,1.04,V.Good,D,VVS1,0,0,GIA,5.95 x 7.15 x 4.26,"$6,845"
Heart,0.92,V.Good,G,VS2,0,0,GIA,6.26 x 6.63 x 3.89,"$3,865"
Heart,0.5,V.Good,L,SI2,0,0,GIA,4.49 x 5.36 x 3.26,$869
Heart,2.01,V.Good,D,VS1,0,0,GIA,7.92 x 8.42 x 5.15,"$31,944"
Heart,0.52,V.Good,D,SI2,0,0,GIA,4.68 x 5.57 x 3.34,"$1,135"
Heart,3.5,V.Good,G,SI1,0,0,GIA,9.47 x 10.46 x 5.93,"$38,118"
Heart,4.02,V.Good,G,SI1,0,0,GIA,9.77 x 11.39 x 6.44,"$58,062"
Heart,0.5,Ideal,G,VS2,47,56.6,GIA,4.48 x 5.52 x 3.12,"$1,202"
Heart,0.9,V.Good,G,VS2,47,64.4,GIA,5.45 x 6.29 x 4.05,"$2,653"
Heart,0.5,V.Good,G,VS2,47,56.6,GIA,4.48 x 5.52 x 3.12,"$1,270"
Heart,0.7,Good,H,SI2,48,66.1,GIA,5.14 x 5.76 x 3.81,"$1,364"
Heart,1,Good,G,SI2,48,64.9,GIA,5.88 x 6.58 x 4.27,"$2,977"
Heart,0.9,V.Good,G,SI1,48,69.7,GIA,5.75 x 5.99 x 4.18,"$2,557"
Heart,0.7,V.Good,H,SI2,48,66.1,GIA,5.14 x 5.76 x 3.81,"$1,446"
Heart,2.03,V.Good,D,VS2,48,57.6,GIA,7.83 x 8.80 x 5.07,"$21,547"
Heart,1,V.Good,G,SI2,48,64.9,GIA,6.58 x 5.88 x 4.27,"$3,135"
Heart,1.2,V.Good,E,SI2,48,57.9,AGS,7.42 x 6.25 x 4.29,"$4,694"
Heart,1.2,Ideal,E,SI2,48.4,57.9,AGS,7.42 x 6.25 x 4.29,"$5,256"
Heart,2.02,Ideal,G,SI2,49,55.5,GIA,8.34 x 8.72 x 4.84,"$14,839"
Heart,1.29,Ideal,F,SI1,49,56.7,GIA,6.66 x 7.42 x 4.21,"$5,599"
Heart,0.24,Ideal,G,I1,61,53.8,GIA,3.80 x 4.42 x 2.38,$174
Heart,0.27,V.Good,G,I1,62,61.9,GIA,4.04 x 4.25 x 2.50,$202
Heart,0.28,Good,H,I1,63,63.3,GIA,4.09 x 4.41 x 2.59,$205
Heart,0.31,Good,J,I1,70,44.6,GIA,5.58 x 3.92 x 2.49,$205
Heart,0.24,Ideal,G,SI1,67,55.9,GIA,3.74 x 4.22 x 2.36,$209
Heart,0.23,Ideal,D,I1,58,57.6,GIA,3.94 x 4.22 x 2.43,$214
Heart,0.23,Good,F,I1,58,63.2,GIA,3.67 x 4.10 x 2.59,$216
Heart,0.23,Ideal,D,I1,63,52.1,GIA,4.00 x 4.36 x 2.27,$221
Heart,0.24,Ideal,D,I1,64,53.2,GIA,3.84 x 4.42 x 2.35,$225
Heart,0.25,V.Good,E,I1,60,61.4,GIA,3.84 x 4.20 x 2.58,$231
Heart,0.25,Ideal,E,SI2,59,59.4,GIA,4.23 x 4.06 x 2.51,$234
Heart,0.25,Ideal,E,SI2,59,59.4,GIA,4.06 x 4.23 x 2.51,$236
Heart,0.26,Ideal,D,I1,61,59.4,GIA,4.25 x 4.29 x 2.55,$244
Heart,0.27,V.Good,F,I1,63,60.9,GIA,3.96 x 4.35 x 2.65,$248
Heart,0.22,Ideal,D,SI2,63,52.1,GIA,4.00 x 4.22 x 2.20,$250
Heart,0.29,V.Good,F,I1,63,60.5,GIA,4.09 x 4.43 x 2.68,$263
Heart,0.29,Ideal,G,SI2,63,56.2,GIA,4.18 x 4.63 x 2.60,$267
Round,0.2,Good,E,I1,60,63.6,GIA,3.72 x 3.67 x 2.35,$147
Round,0.24,V.Good,I,I1,66,57.3,GIA,4.12 x 4.08 x 2.35,$158
Round,0.5,Good,E,VVS2,0,0,GIA,4.95 x 4.98 x 3.16,"$2,128"
Round,0.89,V.Good,L,VS1,0,0,GIA,6.33 x 6.39 x 3.63,"$2,115"
Round,1.34,Ideal,G,VS2,0,0,GIA,0.69 x 7.06 x 4.42,"$12,292"
Round,0.5,V.Good,J,SI2,0,0,GIA,5.09 x 3.13 x 5.13,$980
Round,0.52,Good,I,SI1,0,0,GIA,5.02 x 3.13 x 5.05,"$1,095"
Round,0.53,V.Good,J,SI2,0,0,GIA,5.2 x 3.16 x 5.24,$977
Round,0.54,V.Good,J,VS2,0,0,GIA,5.15 x 3.26 x 5.2,"$1,137"
Round,0.55,V.Good,I,VVS1,0,0,GIA,5.2 x 3.23 x 5.22,"$1,719"
Round,0.58,V.Good,F,VS1,0,0,GIA,5.36 x 3.26 x 5.38,"$2,451"
Round,0.6,Ideal,D,IF,0,0,GIA,5.4 x 3.36 x 5.33,"$4,007"
Round,0.7,V.Good,E,VS1,0,0,GIA,5.7 x 3.43 x 5.66,"$3,136"
Round,0.71,V.Good,I,SI1,0,0,GIA,5.6 x 3.57 x 5.65,"$2,439"
Round,0.72,Ideal,G,VVS2,0,0,GIA,5.74 x 3.52 x 5.82,"$3,060"
Round,1,Good,G,VVS2,0,0,GIA,6.43 x 3.92 x 6.38,"$7,786"
Round,1,Good,G,IF,0,0,GIA,6.47 x 3.81 x 6.41,"$7,838"
Round,1.01,V.Good,H,IF,0,0,GIA,6.5 x 3.97 x 6.46,"$7,159"
Round,1.01,Good,L,SI1,0,0,GIA,6.31 x 3.97 x 6.28,"$3,167"
Round,1.01,Ideal,J,IF,0,0,GIA,6.42 x 3.97 x 6.39,"$5,232"
Round,1.07,V.Good,I,IF,0,0,GIA,6.53 x 4.06 x 6.51,"$7,225"
Round,1.07,Ideal,F,IF,0,0,GIA,6.59 x 4.08 x 6.53,"$10,884"
Round,0.23,Ideal,F,I1,54,61.8,GIA,3.93 x 3.93 x 2.43,$193
Round,0.23,Good,G,SI2,60,64.2,GIA,3.88 x 3.81 x 2.47,$193
Round,1.27,Ideal,H,VVS2,57.6,62.1,AGS,6.92 x 6.95 x 4.31,"$9,547"
Round,1.3,Ideal,E,VVS1,54.8,62.6,AGS,6.96 x 6.99 x 4.37,"$16,545"
Round,1.3,Ideal,H,VVS2,57.7,62.6,AGS,6.92 x 6.97 x 4.35,"$9,986"
Round,0.9,Good,H,VVS2,57.7,62.6,AGS,6.14 x 6.21 x 3.86,"$5,163"
Round,1.31,Ideal,I,VS2,57,62.3,AGS,6.94 x 6.99 x 4.35,"$7,701"
Round,1.82,Good,J,IF,58,62.7,AGS,7.73 x 7.79 x 4.87,"$12,163"
Round,0.9,Good,F,VS1,58.2,63.4,AGS,6.08 x 6.13 x 3.87,"$5,300"
Round,0.9,Ideal,H,SI1,57.6,62.6,AGS,6.13 x 6.18 x 3.85,"$4,359"
Round,1.71,Ideal,F,SI2,57,62.1,AGS,7.65 x 7.69 x 4.76,"$12,587"
Round,1.77,Ideal,H,SI2,54,62.8,AGS,7.66 x 7.71 x 4.83,"$11,148"
Round,1.02,Ideal,J,SI1,60.9,60.9,AGS,6.42 x 6.53 x 3.93,"$4,197"
Round,1.03,V.Good,G,SI2,58.9,61.4,AGS,6.44 x 6.52 x 3.99,"$4,822"
Round,2.77,Ideal,J,VS1,59.2,62,AGS,8.92 x 8.95 x 5.54,"$25,765"
Round,3.05,Ideal,I,VS1,58.6,61,AGS,9.36 x 9.44 x 5.74,"$42,423"
Round,3.01,Ideal,H,VVS2,61.2,61,AGS,9.23 x 9.35 x 5.68,"$57,373"
Round,2.48,Good,G,VVS1,58.8,62.8,AGS,8.53 x 8.60 x 5.39,"$43,308"
Round,2.2,Ideal,I,VS1,57.2,62.3,AGS,8.30 x 8.33 x 5.18,"$21,021"
Round,2.9,Ideal,F,VVS1,56.1,62.6,AGS,9.06 x 9.14 x 5.71,"$82,066"
Round,2.55,Ideal,I,VS1,57.2,62.6,AGS,8.68 x 8.72 x 5.45,"$26,742"
Round,4,Ideal,J,VS1,59.9,60,AGS,10.27 x 10.35 x 6.18,"$56,115"
Round,0.28,V.Good,J,I1,59,59.8,GIA,4.27 x 4.30 x 2.56,$223
Round,0.2,V.Good,I,VS2,57,59.5,GIA,3.82 x 3.85 x 2.28,$224
Round,0.21,V.Good,J,VS2,59,61.7,GIA,3.76 x 3.79 x 2.33,$225
Round,0.24,Good,J,VS1,65,57.1,GIA,4.13 x 4.09 x 2.35,$225
Round,0.25,Ideal,I,SI2,58,62.4,GIA,4.02 x 4.05 x 2.52,$226
Round,0.29,Good,K,VS2,65,56.4,GIA,4.40 x 4.33 x 2.46,$226
Round,0.43,Ideal,L,I1,58,62.2,GIA,4.83 x 4.80 x 3.00,$226
Round,0.22,V.Good,H,SI2,59,62,GIA,3.86 x 3.88 x 2.40,$227
Round,0.27,V.Good,E,I1,59,59.1,GIA,4.22 x 4.21 x 2.49,$227
Round,0.29,Good,K,VS2,65,56.4,GIA,4.33 x 4.40 x 2.46,$228
Round,0.31,Ideal,I,I1,59,60.2,GIA,4.41 x 4.42 x 2.66,$228
Round,0.29,Good,I,SI2,58,52.9,GIA,4.61 x 4.48 x 2.41,$228
Round,0.3,Ideal,G,I1,61,59.3,GIA,4.38 x 4.40 x 2.60,$229
Round,0.24,Ideal,K,VS2,59,59.2,GIA,4.08 x 4.09 x 2.42,$229
Round,0.29,V.Good,L,VS2,54,59.4,GIA,4.36 x 4.35 x 2.59,$229
Round,0.23,V.Good,F,I1,61,59.6,GIA,3.97 x 3.99 x 2.37,$230
Round,0.25,V.Good,K,VS1,60,59.3,GIA,4.15 x 4.14 x 2.46,$230
Round,0.21,Ideal,J,VS2,61,60.4,GIA,3.81 x 3.83 x 2.31,$231
Round,0.29,Good,K,VVS1,59,61.3,GIA,4.24 x 4.29 x 2.61,$233
Round,0.3,V.Good,G,I1,55,63.6,GIA,4.22 x 4.26 x 2.70,$233
Round,0.26,Good,E,I1,66,57.4,GIA,4.20 x 4.22 x 2.42,$233
Round,0.3,V.Good,K,I1,56,64.1,GIA,4.19 x 4.21 x 2.69,$233
Round,0.29,Ideal,K,SI2,58,61.9,GIA,4.22 x 4.23 x 2.62,$233
Round,0.24,V.Good,J,VS2,63,57,GIA,4.16 x 4.12 x 2.36,$233
Round,0.21,Good,G,SI1,61,62.5,GIA,3.78 x 3.80 x 2.37,$234
Round,0.23,V.Good,K,VS2,56,63.4,GIA,3.93 x 3.89 x 2.48,$234
Round,0.25,V.Good,L,VVS2,62,59.5,GIA,4.13 x 4.09 x 2.45,$234
Round,0.24,Ideal,K,VS2,58,62.2,GIA,3.98 x 3.99 x 2.48,$235
Round,0.22,Good,I,SI1,61,62.1,GIA,3.83 x 3.86 x 2.39,$235
Round,0.23,Good,E,SI1,64,61,GIA,4.01 x 3.89 x 2.41,$235
Round,1.03,V.Good,D,SI2,55,62.8,AGS,6.41 x 6.48 x 4.04,"$5,400"
Round,1.03,V.Good,H,SI1,60.8,61.9,AGS,6.42 x 6.46 x 3.98,"$6,053"
Round,3.5,Ideal,I,VS2,57,62.8,AGS,9.60 x 9.66 x 6.05,"$43,198"
Round,2.5,Ideal,K,VS2,54.1,61,AGS,8.79 x 8.81 x 5.36,"$17,816"
Round,1.67,Ideal,G,SI1,56,61.6,AGS,7.63 x 7.67 x 4.71,"$15,435"
Round,6.02,Ideal,I,SI2,58,59.4,AGS,11.83 x 11.91 x 7.06,"$82,639"
Round,3.27,Ideal,H,SI2,57,60.2,AGS,9.61 x 9.65 x 5.81,"$34,744"
Round,0.64,Ideal,I,VVS2,56,60.9,AGS,5.62 x 5.64 x 3.43,"$2,067"
Round,2,V.Good,K,SI2,57.2,63.3,AGS,7.91 x 7.94 x 5.02,"$9,558"
Round,2.02,Good,E,SI2,60.9,59.5,AGS,8.16 x 8.25 x 4.89,"$17,253"
Round,5.01,Ideal,E,SI2,57,61.8,AGS,10.88 x 10.94 x 6.75,"$113,464"
Round,1.04,Ideal,G,VVS1,55,60.8,AGS,6.57 x 6.60 x 4.01,"$9,771"
Round,0.7,Ideal,F,SI1,55,62.4,AGS,5.62 x 5.70 x 3.54,"$2,485"
Round,0.41,Ideal,G,VS2,56,62.3,AGS,4.74 x 4.77 x 2.96,$763
Round,2.64,Ideal,G,VS2,58,62.7,AGS,8.77 x 8.84 x 5.52,"$34,693"
Round,1.11,Ideal,E,SI2,58,60.9,AGS,6.68 x 6.70 x 4.08,"$5,111"
Round,4.54,Ideal,F,SI2,56.1,62.7,AGS,10.54 x 10.55 x 6.61,"$58,163"
Round,2.11,V.Good,J,VS1,58,62,AGS,8.22 x 8.24 x 5.10,"$13,945"
Round,1.61,Good,D,SI2,58.6,59.9,AGS,7.54 x 7.59 x 4.54,"$8,065"
Round,3.51,Ideal,H,VS1,58.6,61.7,AGS,9.74 x 9.80 x 6.03,"$59,713"
Round,0.35,Ideal,I,I1,57,2.8,GIA,0 x 0 x 0,$242
Round,0.3,V.Good,J,I1,58,62.4,GIA,4.25 x 4.29 x 2.66,$242
Round,0.21,Ideal,J,VS1,58,60.8,GIA,3.86 x 3.90 x 2.36,$242
Round,0.22,Good,F,SI2,61,62.8,GIA,3.80 x 3.83 x 2.40,$243
Round,0.21,V.Good,E,SI1,57,60,GIA,3.90 x 3.90 x 2.34,$243
Round,0.22,V.Good,I,SI1,56,60.1,GIA,3.93 x 3.93 x 2.36,$243
Princess,0.23,Good,J,I1,80,73,GIA,3.44 x 3.30 x 2.41,$114
Princess,0.23,V.Good,J,I1,80,73,GIA,3.44 x 3.30 x 2.41,$120
Princess,0.2,Good,D,SI1,76,59.9,GIA,3.71 x 3.24 x 1.94,$155
Princess,0.2,Ideal,D,I1,74,72.6,GIA,3.26 x 3.18 x 2.31,$157
Princess,0.26,V.Good,J,VVS2,86,71.9,GIA,3.51 x 3.49 x 2.51,$159
Princess,0.24,Ideal,K,VS2,71,74.7,GIA,3.38 x 3.35 x 2.50,$174
Princess,0.2,V.Good,I,SI1,85,76.2,GIA,3.14 x 3.11 x 2.37,$184
Princess,0.21,Ideal,E,SI1,71,67.6,GIA,3.38 x 3.27 x 2.21,$185
Princess,0.2,V.Good,E,SI2,82,78.5,GIA,3.19 x 3.12 x 2.45,$188
Princess,0.2,V.Good,I,VS1,79,80.7,GIA,3.09 x 3.05 x 2.46,$196
Princess,0.2,V.Good,I,VS1,78,76.8,GIA,3.16 x 3.15 x 2.42,$196
Princess,0.2,Ideal,D,SI2,74,69.9,GIA,3.27 x 3.26 x 2.28,$198
Princess,0.28,V.Good,F,SI2,78,75.9,GIA,3.47 x 3.44 x 2.61,$200
Princess,0.2,Ideal,E,SI2,79,72.4,GIA,3.25 x 3.19 x 2.31,$202
Princess,0.2,Ideal,H,VVS1,73,72.5,GIA,3.20 x 3.20 x 2.32,$202
Princess,0.21,Ideal,F,SI2,74,73.9,GIA,3.23 x 3.22 x 2.38,$203
Princess,0.2,Good,J,VS2,85,78.5,GIA,3.17 x 3.05 x 2.39,$203
Princess,0.2,Ideal,D,SI2,74,74.7,GIA,3.14 x 3.12 x 2.33,$204
Princess,0.2,V.Good,F,SI2,79,79.2,GIA,3.10 x 3.07 x 2.43,$204
Princess,1.03,Ideal,H,SI1,71,72,AGS,5.53 x 5.47 x 3.94,"$4,166"
Princess,1.24,Good,I,VS2,70,77.3,AGS,5.93 x 5.59 x 4.32,"$5,650"
Princess,0.49,V.Good,F,VS2,67,74.6,AGS,4.47 x 4.23 x 3.15,$747
Princess,0.96,Good,G,VS2,72,81.9,AGS,5.27 x 4.86 x 3.98,"$3,026"
Princess,5.01,Ideal,F,SI1,68.6,75,AGS,9.20 x 9.04 x 6.78,"$64,909"
Princess,1.57,Ideal,G,SI2,72,71.4,AGS,6.45 x 6.33 x 4.52,"$7,263"
Princess,1.5,Ideal,H,SI2,71,72.6,AGS,6.24 x 6.20 x 4.50,"$6,406"
Princess,1.58,Good,H,VVS2,61,75.1,AGS,6.38 x 6.38 x 4.79,"$10,504"
Princess,0.71,Good,H,VVS1,68,72.3,AGS,5.02 x 4.96 x 3.59,"$2,565"
Princess,1.03,Good,H,SI1,71,72,AGS,5.53 x 5.47 x 3.94,"$4,167"
Princess,1.51,Good,G,I1,78,74,AGS,6.32 x 6.31 x 4.68,"$5,019"
Princess,1.59,Good,H,I1,70,75.8,AGS,6.57 x 6.12 x 4.64,"$4,553"
Princess,1.43,Good,G,SI2,74,82.2,AGS,5.99 x 5.66 x 4.65,"$5,142"
Princess,1.07,Good,G,SI2,75,81.4,AGS,6.04 x 4.93 x 4.01,"$2,761"
Princess,1.03,Good,G,VVS2,65,72.2,AGS,5.58 x 5.51 x 3.98,"$5,740"
Princess,2.51,Good,G,SI2,63,79.1,AGS,6.99 x 6.98 x 5.52,"$13,529"
Princess,5.01,Good,F,SI1,69,75,AGS,9.20 x 9.04 x 6.78,"$64,602"
Princess,1.5,Good,H,SI2,71,72.6,AGS,6.24 x 6.20 x 4.50,"$6,405"
Princess,1.6,Good,G,SI1,72,75.1,AGS,6.48 x 6.24 x 4.69,"$10,212"
Princess,1.57,Good,G,SI2,72,71.4,AGS,6.45 x 6.33 x 4.52,"$7,307"
Princess,0.96,Good,G,VS2,72,81.9,AGS,5.27 x 4.86 x 3.98,"$3,032"
Princess,0.49,Good,F,VS2,67,74.6,AGS,4.47 x 4.23 x 3.15,$809
Princess,1.22,Good,F,SI2,71,73.1,AGS,5.88 x 5.80 x 4.24,"$5,214"
Princess,5.2,Good,E,VS1,73,78.3,AGS,10.05 x 8.96 x 7.02,"$130,072"
Princess,5.51,Good,G,VS1,73,75.1,AGS,10.24 x 9.54 x 7.16,"$115,832"
Princess,2.5,Good,J,SI1,80,73.5,AGS,7.61 x 7.44 x 5.47,"$11,098"
Princess,1.52,Good,F,SI2,72,71.3,AGS,6.50 x 6.31 x 4.50,"$6,650"
Princess,1.07,Good,H,I1,73,68.7,AGS,5.91 x 5.77 x 3.96,"$2,306"
Princess,4,Good,J,SI1,77,72.1,AGS,8.93 x 8.73 x 6.29,"$29,919"
Princess,1.3,Good,G,SI2,68,77.7,AGS,5.92 x 5.64 x 4.38,"$4,340"
Princess,1.81,Good,I,SI2,66,72.6,AGS,6.61 x 6.59 x 4.79,"$7,868"
Princess,1.03,Good,E,SI2,70,70.4,AGS,,"$4,190"
Princess,1.81,Good,H,VS2,76,71.9,AGS,,"$11,041"
Princess,1.03,Ideal,G,VVS1,68.7,68.4,AGS,5.76 x 5.69 x 3.89,"$7,566"
