Shape,Carat,Cut,Color,Clarity,Table,Depth,Cert,Measurements,Price
Marquise,0.7,Good,G,VS1,37,61.2,GIA,10.40 x 4.48 x 2.74,"$2,000"
Marquise,0.7,V.Good,G,VS1,37,61.2,GIA,10.40 x 4.48 x 2.74,"$2,037"
Marquise,1,Good,F,SI1,43,68.8,GIA,10.23 x 4.79 x 3.30,"$3,411"
Marquise,1,Good,F,SI1,43,68.8,GIA,10.23 x 4.79 x 3.30,"$3,462"
Marquise,1,V.Good,F,SI1,43,68.8,GIA,10.23 x 4.79 x 3.30,"$3,590"
Marquise,0.59,Ideal,J,VVS2,44,62.3,GIA,8.82 x 4.23 x 2.63,$943
Marquise,0.7,Ideal,D,VS2,44,64.1,GIA,8.68 x 4.57 x 2.93,"$2,137"
Marquise,0.94,Good,J,SI2,44,74.7,GIA,9.98 x 4.67 x 3.49,"$1,578"
Marquise,0.7,V.Good,I,VS2,44,64.5,GIA,9.60 x 4.39 x 2.83,"$1,073"
Marquise,0.58,Good,E,SI1,44,70,GIA,8.03 x 4.40 x 3.08,"$1,106"
Marquise,1.01,Good,F,SI2,44,71.6,GIA,9.68 x 4.83 x 3.46,"$3,029"
Marquise,0.23,Good,D,SI2,44,72.2,GIA,5.84 x 3.08 x 2.23,$221
Marquise,0.23,V.Good,E,SI2,44,65.4,GIA,6.40 x 3.06 x 2.00,$213
Marquise,0.94,Good,J,SI2,44,74.7,GIA,9.98 x 4.67 x 3.49,"$1,620"
Marquise,0.7,Good,D,VS2,44,64.1,GIA,8.68 x 4.57 x 2.93,"$2,199"
Marquise,1.01,Good,F,SI2,44,71.6,GIA,9.68 x 4.83 x 3.46,"$2,981"
Marquise,0.58,Good,E,SI1,44,70,GIA,8.03 x 4.40 x 3.08,"$1,197"
Marquise,0.59,Good,J,VVS2,44,62.3,GIA,8.82 x 4.23 x 2.63,$974
Marquise,0.58,V.Good,E,SI1,44,70,GIA,8.03 x 4.40 x 3.08,"$1,164"
Marquise,0.59,V.Good,J,VVS2,44,62.3,GIA,8.82 x 4.23 x 2.63,$947
Marquise,0.7,V.Good,D,VS2,44,64.1,GIA,8.68 x 4.57 x 2.93,"$2,240"
Marquise,0.7,V.Good,I,VS2,44,64.5,GIA,9.60 x 4.39 x 2.83,"$1,246"
Marquise,0.7,V.Good,G,VS1,44,60.3,GIA,9.35 x 4.63 x 2.79,"$1,965"
Marquise,1.01,V.Good,F,SI2,44,71.6,GIA,9.68 x 4.83 x 3.46,"$3,091"
Marquise,0.3,Good,E,VS2,44,70.7,GIA,5.91 x 3.41 x 2.41,$331
Marquise,0.58,Good,E,SI1,44,70,GIA,8.03 x 4.40 x 3.08,"$1,142"
Marquise,0.7,Good,D,VS2,44,64.1,GIA,8.68 x 4.57 x 2.93,"$2,198"
Marquise,0.7,Good,G,VS1,44,60.3,GIA,9.35 x 4.63 x 2.79,"$1,929"
Marquise,0.94,Good,J,SI2,44,74.7,GIA,9.98 x 4.67 x 3.49,"$1,620"
Marquise,2,Ideal,E,VVS2,45,62.6,GIA,13.23 x 6.52 x 4.08,"$31,845"
Marquise,0.33,Good,D,SI2,45,70,GIA,6.76 x 3.51 x 2.46,$298
Marquise,1.73,Good,E,SI1,45,61.6,GIA,14.30 x 5.63 x 3.47,"$11,172"
Marquise,0.23,Good,F,SI2,45,71.6,GIA,5.90 x 3.11 x 2.23,$216
Marquise,2,Good,E,VVS2,45,62.6,GIA,13.23 x 6.52 x 4.08,"$32,036"
Marquise,1.73,Good,E,SI1,45,61.6,GIA,14.30 x 5.63 x 3.47,"$12,639"
Marquise,1.73,Good,E,SI1,45,61.6,GIA,14.30 x 5.63 x 3.47,"$11,238"
Marquise,1.02,Good,F,VS2,45,54.3,GIA,10.00 x 5.60 x 3.04,"$5,369"
Marquise,2,Good,D,VVS1,45,65.5,GIA,14.32 x 6.12 x 4.01,"$29,199"
Marquise,1.73,Ideal,E,SI1,45,61.6,GIA,14.3 x 5.63 x 3.47,"$12,869"
Marquise,1.02,V.Good,F,VS2,45,54.3,GIA,10.00 x 5.60 x 3.04,"$5,566"
Marquise,2,V.Good,E,VVS2,45,62.6,GIA,13.23 x 6.52 x 4.08,"$33,512"
Marquise,1.73,V.Good,E,SI1,45,61.6,GIA,14.30 x 5.63 x 3.47,"$11,756"
Marquise,2,V.Good,D,VVS1,45,65.5,GIA,14.32 x 6.12 x 4.01,"$27,767"
Marquise,1.02,Good,F,VS2,45,54.3,GIA,10.00 x 5.60 x 3.04,"$5,462"
Marquise,1.73,Good,E,SI1,45,61.6,GIA,14.30 x 5.63 x 3.47,"$11,537"
Marquise,1.73,Ideal,E,SI1,45,61.6,GIA,14.30 x 5.63 x 3.47,"$13,066"
Marquise,2.01,Good,E,SI1,45,60.5,GIA,13.76 x 6.45 x 3.90,"$18,083"
Marquise,0.51,Good,E,VS2,46,70,GIA,7.67 x 4.16 x 2.91,"$1,216"
Marquise,0.42,V.Good,E,VS2,46,57.2,GIA,8.11 x 4.14 x 2.37,$868
Marquise,1.64,V.Good,D,SI1,46,66.5,GIA,12.11 x 6.24 x 4.15,"$12,615"
Marquise,2,Good,D,SI1,46,64.8,GIA,12.99 x 6.54 x 4.24,"$17,614"
Marquise,0.53,Good,H,SI2,46,73.4,GIA,6.86 x 4.28 x 3.14,$537
Marquise,0.7,Good,E,SI1,46,52.8,GIA,9.82 x 4.77 x 2.52,"$1,904"
Marquise,0.51,Good,E,VS2,46,70,GIA,7.67 x 4.16 x 2.91,"$1,221"
Marquise,1.64,Good,D,SI1,46,66.5,GIA,12.11 x 6.24 x 4.15,"$12,690"
Marquise,2,V.Good,D,SI1,46,64.8,GIA,12.99 x 6.54 x 4.24,"$18,425"
Marquise,0.7,V.Good,F,VS1,46,74.6,GIA,9.69 x 4.12 x 3.08,"$2,559"
Marquise,0.42,V.Good,E,VS2,46,57.2,GIA,8.11 x 4.14 x 2.37,$775
Marquise,0.51,V.Good,E,VS2,46,70,GIA,7.67 x 4.16 x 2.91,"$1,187"
Marquise,0.51,V.Good,D,SI2,46,64.4,GIA,7.48 x 4.25 x 2.74,$947
Marquise,0.48,V.Good,D,SI2,46,58.6,GIA,7.95 x 4.26 x 2.50,"$1,106"
Marquise,0.7,V.Good,E,SI1,46,52.8,GIA,9.82 x 4.77 x 2.52,"$1,940"
Marquise,1,V.Good,J,VS2,46,52,GIA,10.75 x 5.48 x 2.85,"$2,247"
Marquise,0.53,Good,H,SI2,46,73.4,GIA,6.86 x 4.28 x 3.14,$513
Marquise,0.7,Good,F,VS1,46,74.6,GIA,9.69 x 4.12 x 3.08,"$2,315"
Marquise,0.7,Good,E,VS2,46,60.1,GIA,8.66 x 4.76 x 2.86,"$2,381"
Marquise,1.01,Good,D,IF,46,67.9,GIA,10.44 x 4.99 x 3.39,"$8,198"
Marquise,1.13,Good,L,SI2,46,67.4,GIA,10.49 x 5.27 x 3.55,"$2,076"
Marquise,1.64,Good,D,SI1,46,66.5,GIA,12.11 x 6.24 x 4.15,"$13,806"
Marquise,1.03,Good,E,SI2,47,69.5,GIA,9.60 x 5.22 x 3.63,"$3,497"
Marquise,1.03,Good,D,SI1,47,70,GIA,9.72 x 5.10 x 3.57,"$4,279"
Marquise,0.54,Ideal,J,VS1,47,60.2,GIA,8.15 x 4.46 x 2.69,$633
Marquise,1.1,Good,I,VS1,47,64.1,GIA,12.52 x 4.96 x 3.18,"$3,691"
Marquise,0.71,Good,K,SI2,47,73,GIA,8.32 x 4.70 x 3.43,$751
Marquise,1.64,Good,D,SI1,46,66.5,GIA,12.11 x 6.24 x 4.15,"$12,690"
Marquise,2,V.Good,D,SI1,46,64.8,GIA,12.99 x 6.54 x 4.24,"$18,425"
Marquise,0.7,V.Good,F,VS1,46,74.6,GIA,9.69 x 4.12 x 3.08,"$2,559"
Marquise,0.42,V.Good,E,VS2,46,57.2,GIA,8.11 x 4.14 x 2.37,$775
Marquise,0.51,V.Good,E,VS2,46,70,GIA,7.67 x 4.16 x 2.91,"$1,187"
Marquise,0.51,V.Good,D,SI2,46,64.4,GIA,7.48 x 4.25 x 2.74,$947
Marquise,0.48,V.Good,D,SI2,46,58.6,GIA,7.95 x 4.26 x 2.50,"$1,106"
Marquise,0.7,V.Good,E,SI1,46,52.8,GIA,9.82 x 4.77 x 2.52,"$1,940"
Marquise,1,V.Good,J,VS2,46,52,GIA,10.75 x 5.48 x 2.85,"$2,247"
Marquise,0.53,Good,H,SI2,46,73.4,GIA,6.86 x 4.28 x 3.14,$513
Marquise,0.7,Good,F,VS1,46,74.6,GIA,9.69 x 4.12 x 3.08,"$2,315"
Marquise,0.7,Good,E,VS2,46,60.1,GIA,8.66 x 4.76 x 2.86,"$2,381"
Marquise,1.01,Good,D,IF,46,67.9,GIA,10.44 x 4.99 x 3.39,"$8,198"
Marquise,1.13,Good,L,SI2,46,67.4,GIA,10.49 x 5.27 x 3.55,"$2,076"
Marquise,1.64,Good,D,SI1,46,66.5,GIA,12.11 x 6.24 x 4.15,"$13,806"
Marquise,1.03,Good,E,SI2,47,69.5,GIA,9.60 x 5.22 x 3.63,"$3,497"
Marquise,1.03,Good,D,SI1,47,70,GIA,9.72 x 5.10 x 3.57,"$4,279"
Marquise,0.54,Ideal,J,VS1,47,60.2,GIA,8.15 x 4.46 x 2.69,$633
Marquise,1.1,Good,I,VS1,47,64.1,GIA,12.52 x 4.96 x 3.18,"$3,691"
Marquise,0.71,Good,K,SI2,47,73,GIA,8.32 x 4.70 x 3.43,$751
Emerald,0.9,V.Good,G,VS2,0,0,GIA,6.26 x 4.55 x 3.21,"$2,999"
Emerald,1.01,V.Good,E,VS2,0,0,GIA,6.42 x 4.94 x 3.37,"$4,113"
Emerald,1,V.Good,E,VS2,0,0,GIA,6.48 x 4.61 x 3.30,"$3,999"
Emerald,6.01,V.Good,E,VS2,0,0,GIA,12.58 x 8.98 x 5.93,"$184,118"
Emerald,2.02,V.Good,J,VVS1,0,0,GIA,8.69 x 6.14 x 3.97,"$11,970"
Emerald,0.97,V.Good,F,VS2,0,0,GIA,6.31 x 4.76 x 3.26,"$3,611"
Emerald,0.92,V.Good,H,VS1,0,0,GIA,6.58 x 4.49 x 2.89,"$3,115"
Emerald,3.5,V.Good,K,VS1,0,0,GIA,10.18 x 7.47 x 5.06,"$25,966"
Emerald,3.05,V.Good,L,VS1,0,0,GIA,9.10 x 6.98 x 5.17,"$14,586"
Emerald,4.01,V.Good,F,VS1,0,64.4,GIA,9.68 x 8.64 x 5.56,"$94,824"
Emerald,1,V.Good,D,VVS1,0,0,GIA,6.74 x 4.82 x 3.12,"$12,933"
Emerald,2.52,Ideal,G,SI1,0,0,GIA,0 x 0 x 0,"$23,100"
Emerald,2,Ideal,E,VS1,0,0,GIA,7.81 x 5.94 x 4.19,"$19,820"
Emerald,1.22,Ideal,H,SI1,0,0,GIA,7.28 x 4.99 x 3.24,"$5,380"
Emerald,1.62,Good,H,VS1,0.7,66.1,GIA,0 x 0 x 0,"$10,330"
Emerald,1,V.Good,F,VS2,46,81.5,GIA,6.55 x 4.38 x 3.57,"$3,765"
Emerald,0.95,Good,I,VS1,48,83.3,GIA,6.16 x 4.26 x 3.55,"$2,834"
Emerald,0.95,V.Good,I,VS1,48,83.3,GIA,6.16 x 4.26 x 3.55,"$2,932"
Emerald,2.01,V.Good,J,SI1,48,73.4,GIA,8.03 x 5.79 x 4.25,"$7,601"
Emerald,0.9,Ideal,E,SI1,49,62.3,GIA,6.35 x 4.75 x 2.96,"$2,939"
Emerald,0.9,V.Good,E,SI1,49,62.3,GIA,6.35 x 4.75 x 2.96,"$2,905"
Emerald,1.01,V.Good,D,SI2,49,65.5,GIA,6.76 x 4.78 x 3.13,"$3,226"
Emerald,0.84,V.Good,G,VS1,49,75.9,GIA,5.40 x 4.89 x 3.71,"$1,916"
Emerald,1.2,Ideal,E,VVS2,50,68.7,GIA,6.99 x 5.18 x 3.56,"$7,345"
Emerald,1.09,Good,E,SI1,50,75.7,GIA,6.99 x 4.61 x 3.49,"$4,181"
Emerald,2.28,Good,I,VS1,50,71.1,GIA,7.85 x 6.67 x 4.74,"$14,711"
Emerald,1.01,V.Good,F,VVS1,50,63.3,GIA,6.15 x 4.92 x 3.56,"$6,163"
Emerald,1.09,V.Good,E,SI1,50,75.7,GIA,6.99 x 4.61 x 3.49,"$4,335"
Emerald,0.9,V.Good,D,VS2,50,70.5,GIA,6.43 x 4.59 x 3.24,"$2,825"
Emerald,1.51,V.Good,I,VS2,50,68.8,GIA,7.57 x 5.58 x 3.84,"$6,593"
Emerald,2.28,V.Good,I,VS1,50,71.1,GIA,7.85 x 6.67 x 4.74,"$15,389"
Emerald,1.01,Ideal,F,VVS1,50,63.3,GIA,6.15 x 4.92 x 3.56,"$6,420"
Emerald,0.71,V.Good,G,VVS2,51,72,GIA,5.57 x 4.30 x 3.10,"$2,231"
Emerald,0.91,V.Good,D,VVS1,51,58.4,GIA,7.23 x 4.85 x 2.83,"$4,203"
Emerald,0.4,Good,I,SI1,51,71.9,GIA,4.95 x 3.38 x 2.43,$580
Emerald,0.5,Good,D,VS2,51,69.8,GIA,6.08 x 3.48 x 2.43,"$1,044"
Emerald,3.02,Good,G,VVS2,51,71.2,GIA,8.49 x 7.84 x 5.58,"$51,883"
Emerald,0.5,Good,D,VS2,51,69.8,GIA,6.08 x 3.48 x 2.43,"$1,090"
Emerald,1.06,Good,L,SI1,51,71.9,GIA,6.01 x 5.41 x 3.89,"$2,008"
Emerald,0.71,V.Good,G,VVS2,51,72,GIA,5.57 x 4.30 x 3.10,"$2,291"
Emerald,0.4,V.Good,D,VS1,51,82,GIA,5.04 x 3.05 x 2.50,$732
Emerald,1.02,V.Good,I,VS2,51,74.8,GIA,5.96 x 4.97 x 3.72,"$2,919"
Emerald,0.5,V.Good,D,SI1,51,65.8,GIA,5.34 x 3.86 x 2.54,"$1,219"
Emerald,1.01,V.Good,K,SI1,51,69.4,GIA,6.66 x 4.58 x 3.18,"$1,670"
Emerald,1.06,V.Good,L,SI1,51,71.9,GIA,6.01 x 5.41 x 3.89,"$2,082"
Emerald,1.01,V.Good,K,SI1,51,69.4,GIA,6.66 x 4.58 x 3.18,"$1,670"
Emerald,0.5,V.Good,D,VS2,51,69.8,GIA,6.08 x 3.48 x 2.43,"$1,059"
Emerald,0.71,Ideal,D,VVS1,52,69.7,GIA,5.88 x 4.22 x 2.94,"$2,268"
Emerald,0.55,V.Good,D,SI1,52,71.6,GIA,5.33 x 3.98 x 2.85,"$1,140"
Emerald,0.74,V.Good,D,IF,52,58.3,GIA,7.70 x 5.08 x 2.96,"$2,777"
Emerald,0.35,Ideal,D,VVS1,52,65.9,GIA,4.78 x 3.49 x 2.30,$671
Emerald,0.87,Good,F,SI1,52,69.7,GIA,7.42 x 4.12 x 2.87,"$2,054"
Emerald,0.71,Ideal,G,SI2,52,68.3,GIA,5.79 x 4.46 x 3.05,"$1,335"
Emerald,0.87,Good,F,SI1,52,69.7,GIA,7.42 x 4.12 x 2.87,"$2,102"
Emerald,0.74,Good,D,IF,52,58.3,GIA,7.70 x 5.08 x 2.96,"$2,829"
Emerald,2.06,Good,D,IF,52,54.4,GIA,10.22 x 5.85 x 3.18,"$29,604"
Emerald,0.83,V.Good,H,SI1,52,71,GIA,6.60 x 4.39 x 3.16,"$1,927"
Emerald,1,V.Good,F,VVS2,52,69.5,GIA,6.65 x 4.62 x 3.21,"$3,566"
Emerald,1.53,V.Good,D,IF,52,71.5,GIA,8.20 x 5.37 x 3.84,"$22,346"
Emerald,0.55,V.Good,D,SI1,52,71.6,GIA,5.33 x 3.98 x 2.85,"$1,189"
Emerald,5.27,V.Good,K,VVS2,52,73.6,GIA,10.23 x 8.97 x 6.60,"$59,208"
Emerald,0.74,V.Good,D,IF,52,58.3,GIA,7.70 x 5.08 x 2.96,"$2,882"
Emerald,1.21,V.Good,D,IF,52,69.7,GIA,6.97 x 5.11 x 3.56,"$10,622"
Emerald,1.05,V.Good,I,VS2,52,72.3,GIA,6.52 x 4.84 x 3.50,"$3,527"
Emerald,0.87,V.Good,F,SI1,52,69.7,GIA,7.42 x 4.12 x 2.87,"$2,141"
Emerald,0.71,V.Good,G,SI2,52,68.3,GIA,5.79 x 4.46 x 3.05,"$1,434"
Emerald,2.06,V.Good,D,IF,52,54.4,GIA,10.22 x 5.85 x 3.18,"$30,969"
Emerald,1,V.Good,F,SI1,52,66.6,GIA,6.86 x 4.9 x 3.27,"$3,820"
Emerald,0.35,Good,D,VVS1,52,65.9,GIA,4.78 x 3.49 x 2.30,$595
Emerald,0.74,Good,D,IF,52,58.3,GIA,7.70 x 5.08 x 2.96,"$2,828"
Emerald,2.01,Good,G,SI1,53,81.6,GIA,7.65 x 6.09 x 4.97,"$13,034"
Emerald,0.7,Good,D,VS1,53,79.8,GIA,5.35 x 4.06 x 3.24,"$1,787"
Emerald,0.41,V.Good,F,VS2,53,66.8,GIA,5.38 x 3.47 x 2.32,$496
Emerald,1.03,V.Good,G,VS2,53,67.9,GIA,6.63 x 4.71 x 3.20,"$3,324"
Emerald,1.13,V.Good,D,IF,53,60.6,GIA,7.46 x 4.98 x 3.02,"$11,267"
Emerald,3.82,Good,D,VS2,53,66.7,GIA,9.52 x 8.11 x 5.41,"$56,260"
Emerald,0.9,V.Good,K,I1,53,71.6,GIA,6.09 x 4.82 x 3.45,"$1,099"
Emerald,1.22,Ideal,E,SI2,53,69,GIA,6.90 x 5.10 x 3.52,"$4,260"
Emerald,0.91,Good,F,SI1,53,79.2,GIA,6.09 x 4.48 x 3.55,"$2,831"
Emerald,1,Ideal,J,VVS1,53,68.5,GIA,6.59 x 4.77 x 3.27,"$2,740"
Emerald,0.84,Good,F,VVS1,54,64.2,GIA,6.43 x 4.50 x 2.89,"$2,872"
Emerald,1,Good,E,VS2,54,66.1,GIA,6.68 x 4.67 x 3.09,"$5,825"
Emerald,1.7,Good,J,VS1,54,67.8,GIA,8.05 x 5.49 x 3.72,"$7,331"
Emerald,1.07,Good,G,VS1,54,67.2,GIA,8.47 x 4.39 x 2.95,"$8,165"
Emerald,1.31,Good,D,IF,54,69.8,GIA,7.38 x 5.53 x 3.86,"$17,155"
Emerald,2.09,Good,G,VS1,54,60.2,GIA,8.66 x 6.38 x 3.84,"$22,255"
Emerald,2.43,Good,F,VS2,54,70,GIA,8.56 x 6.97 x 4.88,"$26,026"
Emerald,3.02,Good,D,VVS2,54,65.4,GIA,9.47 x 7.39 x 4.83,"$100,886"
Emerald,9.34,Good,F,VS1,54,63.9,GIA,13.50 x 11.57 x 7.39,"$722,241"
Emerald,1.36,V.Good,H,VVS2,54,68.2,GIA,7.45 x 5.19 x 3.54,"$6,256"
Emerald,0.4,Good,E,VVS1,54,70.1,GIA,5.10 x 3.46 x 2.42,$662
Emerald,1.08,V.Good,D,I1,54,58.2,GIA,7.15 x 4.90 x 3.34,"$2,564"
Emerald,0.79,Ideal,E,VS2,54,64.2,GIA,6.11 x 4.36 x 2.80,"$2,606"
Emerald,0.36,Good,D,VS1,54,76.5,GIA,4.17 x 3.44 x 2.63,$553
Emerald,0.5,V.Good,E,VS2,54,69.1,GIA,5.24 x 3.62 x 2.50,"$1,109"
Emerald,9,Ideal,J,VS1,54,65.3,GIA,14.02 x 9.90 x 6.46,"$191,783"
Emerald,0.7,Ideal,G,SI2,54,69.1,GIA,5.76 x 4.32 x 2.98,"$1,456"
Emerald,0.51,V.Good,F,VS1,54,57.3,GIA,5.60 x 4.03 x 2.31,"$1,149"
Emerald,1.04,V.Good,E,IF,54,68.6,GIA,6.49 x 5.09 x 3.49,"$6,019"
Emerald,0.63,V.Good,G,VS1,54,61.3,GIA,6.05 x 4.16 x 2.55,"$1,591"
Radiant,0.95,V.Good,H,SI1,0,0,GIA,5.64 x 4.52 x 4.08,"$2,893"
Radiant,1.01,V.Good,E,VVS2,0,0,GIA,6.97 x 5.12 x 3.06,"$6,010"
Radiant,0.9,V.Good,H,SI1,0,0,GIA,5.16 x 5.09 x 3.73,"$3,251"
Radiant,1,V.Good,F,VS1,0,0,GIA,5.88 x 5.17 x 3.72,"$4,758"
Radiant,1,V.Good,H,SI1,0,0,GIA,5.47 x 5.37 x 3.78,"$4,262"
Radiant,1.7,V.Good,I,VS1,0,0,GIA,6.60 x 6.29 x 4.49,"$8,451"
Radiant,1.01,V.Good,E,VVS2,0,0,GIA,6.97 x 5.12 x 3.06,"$6,000"
Radiant,0.9,V.Good,E,VS2,0,0,GIA,5.40 x 5.22 x 3.57,"$3,643"
Radiant,2.03,V.Good,I,VS1,0,0,GIA,8.33 x 6.86 x 4.54,"$14,082"
Radiant,1.51,V.Good,G,SI2,0,0,GIA,7.21 x 5.76 x 3.74,"$7,236"
Radiant,1.02,V.Good,G,SI1,0,0,GIA,6.23 x 5.00 x 3.52,"$4,315"
Radiant,0.83,V.Good,D,VVS2,0,0,GIA,5.10 x 4.79 x 3.87,"$2,753"
Radiant,1.51,Ideal,J,VS2,40,72,GIA,7.15 x 5.75 x 4.14,"$4,970"
Radiant,1.51,Good,I,VS2,48,63.6,AGS,7.41 x 6.40 x 4.71,"$7,066"
Radiant,0.5,V.Good,E,VS1,48,70.3,GIA,5.22 x 3.77 x 2.65,"$1,261"
Radiant,1,Good,G,I1,48,63.4,AGS,6.49 x 5.57 x 4.11,"$3,292"
Radiant,1.51,Ideal,I,VS2,48.2,63.6,AGS,7.41 x 6.40 x 4.71,"$7,053"
Radiant,1.51,V.Good,I,VS2,48.2,63.6,AGS,7.41 x 6.40 x 4.71,"$7,392"
Radiant,1.02,Ideal,G,SI2,49,68.9,GIA,6.57 x 5.12 x 3.53,"$3,141"
Radiant,1.02,Good,G,SI2,49,68.9,GIA,6.57 x 5.12 x 3.53,"$3,158"
Radiant,1.02,V.Good,G,SI2,49,68.9,GIA,6.57 x 5.12 x 3.53,"$3,274"
Radiant,1,V.Good,H,SI1,49,67.6,GIA,6.35 x 5.06 x 3.42,"$3,928"
Radiant,0.76,Ideal,H,SI2,49,61.9,AGS,5.98 x 5.10 x 3.70,"$2,098"
Radiant,1.01,V.Good,G,SI1,51,75.7,GIA,5.42 x 5.41 x 4.09,"$3,872"
Radiant,1.01,Good,G,SI1,51,75.7,GIA,5.42 x 5.41 x 4.09,"$3,929"
Radiant,1.01,Good,G,SI1,51,75.7,GIA,5.42 x 5.41 x 4.09,"$4,528"
Radiant,0.57,Good,I,SI1,52,56.1,GIA,6.21 x 4.39 x 2.55,$739
Radiant,0.57,V.Good,I,SI1,52,56.1,GIA,6.21 x 4.39 x 2.55,$718
Radiant,2.45,V.Good,K,SI1,52,69.9,GIA,9.31 x 6.58 x 4.60,"$10,620"
Radiant,2.69,Ideal,K,VS2,53,68.7,GIA,9.55 x 6.99 x 4.80,"$11,845"
Radiant,0.3,Ideal,D,VVS1,53,67.7,GIA,4.25 x 3.31 x 2.24,$663
Radiant,2.69,Good,K,VS2,53,68.7,GIA,9.55 x 6.99 x 4.80,"$11,803"
Radiant,1,Good,G,VS2,53,76.2,GIA,5.65 x 5.12 x 3.90,"$3,001"
Radiant,2.69,V.Good,K,VS2,53,68.7,GIA,9.55 x 6.99 x 4.80,"$12,348"
Radiant,0.91,V.Good,I,VS1,53,72.9,GIA,5.55 x 5.13 x 3.74,"$2,531"
Radiant,0.3,V.Good,D,VVS1,53,67.7,GIA,4.25 x 3.31 x 2.24,$789
Radiant,1,V.Good,G,VS2,53,76.2,GIA,5.65 x 5.12 x 3.90,"$3,112"
Radiant,2.69,Good,K,VS2,53,68.7,GIA,9.55 x 6.99 x 4.80,"$12,117"
Radiant,2.01,Ideal,G,IF,54,73.3,GIA,8.08 x 6.59 x 4.83,"$19,742"
Radiant,0.41,Ideal,G,SI2,54,71.7,GIA,4.56 x 3.67 x 2.63,$438
Radiant,1,Ideal,F,SI2,54,73.2,GIA,6.14 x 5.08 x 3.72,"$3,701"
Radiant,1.6,Ideal,K,VS2,54,67.8,GIA,6.82 x 6.67 x 4.52,"$4,881"
Radiant,2.01,Good,G,IF,54,73.3,GIA,8.08 x 6.59 x 4.83,"$19,860"
Radiant,1.6,Good,K,VS2,54,67.8,GIA,6.82 x 6.67 x 4.52,"$4,910"
Radiant,1,Good,F,SI2,54,73.2,GIA,6.14 x 5.08 x 3.72,"$3,756"
Radiant,2.01,V.Good,G,IF,54,73.3,GIA,8.08 x 6.59 x 4.83,"$20,776"
Radiant,1.6,V.Good,K,VS2,54,67.8,GIA,6.82 x 6.67 x 4.52,"$5,136"
Radiant,1.32,V.Good,J,VS2,54,76.9,GIA,6.27 x 5.68 x 4.37,"$3,955"
Radiant,0.41,Good,G,SI2,54,71.7,GIA,4.56 x 3.67 x 2.63,$452
Radiant,1,Good,F,SI2,54,73.2,GIA,6.14 x 5.08 x 3.72,"$4,330"
