Shape,Carat,Cut,Color,Clarity,Table,Depth,Cert,Measurements,Price
Radiant,2.01,Good,G,IF,54,73.3,GIA,8.08 x 6.59 x 4.83,"$20,387"
Radiant,1.13,Ideal,F,IF,55,71.9,GIA,6.64 x 5.49 x 3.95,"$6,211"
Radiant,1.01,Ideal,F,IF,55,69.3,GIA,6.46 x 5.40 x 3.74,"$5,866"
Radiant,0.6,Ideal,I,VS1,55,59.1,AGS,5.70 x 4.65 x 3.37,$671
Radiant,3.46,Good,G,VS2,55,77,GIA,9.47 x 7.77 x 5.98,"$34,265"
Radiant,2.03,Ideal,G,SI1,55,69.4,GIA,8.09 x 6.31 x 4.38,"$18,179"
Radiant,0.64,Good,D,VS1,55,67.5,GIA,6.32 x 4.18 x 2.82,"$1,708"
Radiant,1.91,Ideal,D,SI2,55,66.9,GIA,8.36 x 6.22 x 4.16,"$11,401"
Radiant,0.6,Good,I,VS1,55,59.1,AGS,5.70 x 4.65 x 3.37,$726
Radiant,1.01,Good,F,IF,55,69.3,GIA,6.46 x 5.40 x 3.74,"$5,954"
Radiant,0.68,Good,F,VS2,55,66,GIA,6.51 x 4.20 x 2.77,"$1,929"
Radiant,3.01,Good,D,VVS1,55,70.2,GIA,8.05 x 7.98 x 5.60,"$68,242"
Radiant,0.79,Good,H,VS2,55,73.8,GIA,6.03 x 4.58 x 3.38,"$1,577"
Radiant,1.13,Good,F,IF,55,71.9,GIA,6.64 x 5.49 x 3.95,"$6,304"
Radiant,1.91,Good,D,SI2,55,66.9,GIA,8.36 x 6.22 x 4.16,"$11,409"
Radiant,0.64,Good,D,VS1,55,67.5,GIA,6.32 x 4.18 x 2.82,"$1,849"
Radiant,2.03,Good,G,SI1,55,69.4,GIA,8.09 x 6.31 x 4.38,"$16,195"
Radiant,0.6,Ideal,I,VS1,55,59.1,AGS,5.70 x 4.65 x 3.37,$971
Radiant,1.07,V.Good,E,IF,55,74.4,GIA,6.53 x 5.08 x 3.78,"$8,443"
Radiant,0.79,V.Good,H,VS2,55,73.8,GIA,6.03 x 4.58 x 3.38,"$1,606"
Radiant,0.68,V.Good,F,VS2,55,66,GIA,6.51 x 4.20 x 2.77,"$1,965"
Radiant,1.01,V.Good,F,IF,55,69.3,GIA,6.46 x 5.40 x 3.74,"$6,173"
Radiant,1.13,V.Good,F,IF,55,71.9,GIA,6.64 x 5.49 x 3.95,"$6,536"
Radiant,0.92,V.Good,J,VS1,55,71.2,GIA,5.74 x 5.10 x 3.63,"$2,610"
Radiant,0.81,V.Good,G,VS1,55,83.8,GIA,5.86 x 4.18 x 3.50,"$2,545"
Radiant,0.6,Ideal,I,VS1,55,59.1,AGS,5.70 x 4.65 x 3.37,$706
Radiant,1.75,V.Good,G,SI1,55,78.1,GIA,7.40 x 6.07 x 4.74,"$11,590"
Radiant,3.01,V.Good,D,VVS1,55,70.2,GIA,8.05 x 7.98 x 5.60,"$71,387"
Radiant,0.6,Ideal,I,VS1,55,59.1,AGS,5.7 x 4.65 x 3.37,"$1,070"
Radiant,3.46,Good,G,VS2,55,77,GIA,9.47 x 7.77 x 5.98,"$34,600"
Radiant,0.84,V.Good,F,VS2,56,63.5,GIA,6.27 x 4.88 x 3.1,"$4,000"
Radiant,1.01,Good,D,VVS2,56,71.9,GIA,6.60 x 4.81 x 3.46,"$4,820"
Radiant,1.35,Good,F,VS2,56,69,GIA,7.13 x 5.78 x 3.99,"$7,904"
Radiant,2.01,Good,G,VS2,56,75.9,GIA,8.33 x 6.01 x 4.56,"$16,040"
Radiant,2.67,Good,K,VS1,56,72.3,GIA,8.80 x 6.85 x 4.95,"$13,583"
Radiant,1.13,V.Good,F,IF,57,75.2,GIA,6.57 x 5.46 x 4.10,"$6,094"
Radiant,1.03,V.Good,F,IF,57,75.1,GIA,6.23 x 5.34 x 4.01,"$5,555"
Radiant,4,Ideal,F,IF,57,68.8,GIA,10.72 x 8.52 x 5.86,"$99,050"
Radiant,0.3,Ideal,E,VS1,57,70.6,GIA,3.94 x 3.84 x 2.71,$401
Radiant,1.01,Ideal,E,VS2,57,70.3,GIA,5.88 x 5.85 x 4.11,"$5,521"
Radiant,0.51,Good,E,VS1,57,77.9,GIA,4.46 x 4.30 x 3.35,"$1,130"
Radiant,3.28,Ideal,G,IF,57,72.2,GIA,9.52 x 7.62 x 5.50,"$63,511"
Radiant,4.28,Ideal,G,VS1,57,70.1,GIA,9.43 x 9.03 x 6.33,"$83,511"
Radiant,1.03,Good,E,VS1,57,82,GIA,6.40 x 4.84 x 3.97,"$4,728"
Radiant,0.73,V.Good,H,SI1,57,73.9,GIA,5.02 x 5 x 3.7,"$1,488"
Radiant,1.01,Good,E,VS2,57,70.3,GIA,5.88 x 5.85 x 4.11,"$5,550"
Radiant,4.67,Good,G,VS1,57,73.4,GIA,9.30 x 9.22 x 6.77,"$90,688"
Radiant,4,Good,F,IF,57,68.8,GIA,10.72 x 8.52 x 5.86,"$100,091"
Radiant,1.03,Good,F,IF,57,75.1,GIA,6.23 x 5.34 x 4.01,"$5,638"
Radiant,0.98,Good,H,SI2,57,69.7,GIA,5.79 x 5.78 x 4.03,"$2,933"
Oval,0.38,Good,G,VS2,0,0,GIA,5.45 x 4.18 x 2.59,$880
Oval,0.8,Ideal,D,SI2,0,0,GIA,7.05 x 5.29 x 3.32,"$3,060"
Oval,2.29,Ideal,I,SI2,0,0,GIA,10.21 x 7.54 x 4.67,"$11,690"
Oval,0.3,Good,E,VS2,0,0,GIA,5.33 x 3.83 x 2.37,$780
Oval,3.03,Ideal,H,VVS2,0.6,0.6,GIA,11.34 x 7.88 x 5.04,"$65,140"
Oval,0.77,Ideal,D,SI2,6,63,GIA,6.92 x 5.13 x 3.23,"$2,255"
Oval,0.77,Good,D,SI2,6,63,GIA,6.92 x 5.13 x 3.23,"$2,911"
Oval,0.77,Good,D,SI2,6,63,GIA,6.92 x 5.13 x 3.23,"$2,330"
Oval,0.77,Ideal,D,SI2,6,63,GIA,6.92 x 5.13 x 3.23,"$2,888"
Oval,0.77,V.Good,D,SI2,6,63,GIA,6.92 x 5.13 x 3.23,"$2,373"
Oval,0.77,Good,D,SI2,6,63,GIA,6.92 x 5.13 x 3.23,"$2,900"
Oval,0.5,V.Good,G,SI1,20,57.8,GIA,6.36 x 4.67 x 2.70,$984
Oval,1.04,Good,H,SI1,38,66.7,GIA,6.84 x 5.81 x 3.88,"$3,739"
Oval,1.04,V.Good,H,SI1,38,66.7,GIA,6.84 x 5.81 x 3.88,"$3,877"
Oval,1.04,V.Good,H,SI1,38,66.7,GIA,6.84 x 5.81 x 3.88,"$3,472"
Oval,1.04,Good,H,SI1,38,66.7,GIA,6.84 x 5.81 x 3.88,"$3,805"
Oval,1.76,Good,G,SI1,45,67.1,GIA,9.01 x 6.44 x 4.32,"$11,167"
Oval,1.76,Good,G,SI1,45,67.1,GIA,9.01 x 6.44 x 4.32,"$11,233"
Oval,1.76,V.Good,G,SI1,45,67.1,GIA,9.01 x 6.44 x 4.32,"$11,751"
Oval,0.32,Ideal,F,SI1,46,62.5,GIA,5.46 x 3.84 x 2.40,$337
Oval,1.51,Good,D,SI1,46,67.3,GIA,8.65 x 6.15 x 4.14,"$10,309"
Oval,1.51,V.Good,D,SI1,46,67.3,GIA,8.65 x 6.15 x 4.14,"$10,785"
Oval,1.08,V.Good,G,VS1,46.2,59,GIA,8.85 x 6.02 x 2.78,"$7,943"
Oval,1.01,Good,G,I1,47,65.9,GIA,8.33 x 5.30 x 3.49,"$2,383"
Oval,0.97,Good,K,VS1,47,69.9,GIA,7.58 x 5.28 x 3.69,"$1,711"
Oval,2.01,Good,D,SI1,47,70.7,GIA,9.33 x 6.31 x 4.46,"$17,184"
Oval,0.97,Good,K,VS1,47,69.9,GIA,7.58 x 5.28 x 3.69,"$1,684"
Oval,2.01,Good,D,SI1,47,70.7,GIA,9.33 x 6.31 x 4.46,"$17,195"
Oval,1.01,Good,G,I1,47,65.9,GIA,8.33 x 5.30 x 3.49,"$2,345"
Oval,1.01,V.Good,G,I1,47,65.9,GIA,8.33 x 5.30 x 3.49,"$2,432"
Oval,0.97,V.Good,K,VS1,47,69.9,GIA,7.58 x 5.28 x 3.69,"$1,746"
Oval,2.01,V.Good,D,SI1,47,70.7,GIA,9.33 x 6.31 x 4.46,"$17,988"
Oval,1.08,V.Good,D,SI1,47,67.8,GIA,8.08 x 5.43 x 3.68,"$4,557"
Oval,0.97,Good,K,VS1,47,69.9,GIA,7.58 x 5.28 x 3.69,"$1,713"
Oval,1.31,Good,K,SI2,47,67.1,GIA,8.68 x 5.71 x 3.83,"$3,370"
Oval,2.01,Ideal,G,SI1,48,64.9,GIA,9.46 x 7.17 x 4.68,"$16,864"
Oval,0.99,Ideal,E,VS2,48,59.7,GIA,7.95 x 5.45 x 3.25,"$3,480"
Oval,0.71,Ideal,E,VVS1,48,58.1,GIA,6.90 x 5.15 x 2.99,"$3,915"
Oval,1.01,Good,H,I1,48,67.9,GIA,7.48 x 5.23 x 3.55,"$2,085"
Oval,2.01,Good,G,SI1,48,64.9,GIA,9.46 x 7.17 x 4.68,"$16,893"
Oval,0.8,V.Good,D,VS1,49,66.5,GIA,6.88 x 5.10 x 3.39,"$2,631"
Oval,1.01,V.Good,G,VS1,49,60.7,GIA,7.71 x 5.50 x 3.34,"$4,562"
Oval,0.61,V.Good,E,VVS1,49,55.4,GIA,7.40 x 4.66 x 2.58,"$2,720"
Oval,1.04,V.Good,I,SI1,49,66.4,GIA,7.44 x 5.56 x 3.69,"$2,704"
Oval,0.7,V.Good,D,VS2,49,67.6,GIA,6.89 x 4.82 x 3.26,"$2,481"
Oval,2.51,V.Good,H,VS2,49,59.9,GIA,10.57 x 7.76 x 4.64,"$23,967"
Oval,8.01,V.Good,G,VVS1,49,67.1,GIA,14.20 x 10.87 x 7.29,"$427,078"
Oval,0.73,Good,F,SI2,49,74.3,GIA,6.51 x 4.63 x 3.44,"$1,663"
Oval,1.01,Good,H,VVS1,49,69.4,GIA,7.19 x 5.53 x 3.84,"$4,905"
Oval,1.04,Good,I,SI1,49,66.4,GIA,7.44 x 5.56 x 3.69,"$2,654"
Oval,2.51,Good,H,VS2,49,59.9,GIA,10.57 x 7.76 x 4.64,"$23,519"
Oval,1.09,Ideal,D,VS1,50,60.9,GIA,8.28 x 5.71 x 3.48,"$6,036"
Oval,1.51,Ideal,E,VS2,50,61,GIA,8.81 x 6.38 x 3.89,"$12,528"
Oval,1.6,V.Good,D,VVS2,50,66.6,GIA,9.38 x 6.29 x 4.19,"$20,555"
Oval,1,V.Good,K,VVS2,50,57.9,GIA,7.89 x 5.70 x 3.30,"$2,565"
Oval,1.04,Good,D,VS1,50,70.2,GIA,7.37 x 5.63 x 3.95,"$5,968"
Oval,3.01,Good,K,VS2,50,71.2,GIA,9.48 x 7.60 x 5.41,"$13,466"
Oval,0.98,Good,I,SI1,50,68.2,GIA,7.64 x 5.19 x 3.54,"$2,641"
Oval,2.02,V.Good,D,VVS1,50,57.8,GIA,10.36 x 6.89 x 3.98,"$22,745"
Oval,3.01,Good,I,VS2,50,66.9,GIA,11.54 x 7.47 x 5.00,"$26,363"
Oval,0.88,Ideal,F,VS2,50,64.5,GIA,7.32 x 5.15 x 3.32,"$3,356"
Oval,0.76,Good,F,VS1,50,69,GIA,7.21 x 4.90 x 3.38,"$2,712"
Oval,2.01,Ideal,J,SI1,50,61.9,GIA,9.69 x 6.87 x 4.25,"$9,002"
Oval,1.01,Good,H,SI2,50,69.9,GIA,7.64 x 5.15 x 3.60,"$2,787"
Oval,2.51,Ideal,H,VS2,50,60.2,GIA,10.82 x 7.23 x 4.35,"$22,692"
Oval,1.7,Ideal,E,SI2,50,62.4,GIA,9.20 x 6.36 x 3.96,"$9,536"
Oval,0.4,Good,E,VS1,50,70.4,GIA,5.69 x 3.85 x 2.71,$920
Oval,1.6,Good,D,VVS2,50,66.6,GIA,9.38 x 6.29 x 4.19,"$20,678"
Oval,1.51,Good,E,VS2,50,61,GIA,8.81 x 6.38 x 3.89,"$12,602"
Oval,0.98,Good,I,SI1,50,68.2,GIA,7.64 x 5.19 x 3.54,"$2,680"
Oval,0.88,Good,F,VS2,50,64.5,GIA,7.32 x 5.15 x 3.32,"$3,420"
Oval,2.02,Good,D,VVS1,50,57.8,GIA,10.36 x 6.89 x 3.98,"$22,881"
Oval,0.76,Good,F,VS1,50,69,GIA,7.21 x 4.90 x 3.38,"$2,802"
Oval,3.01,Good,I,VS2,50,66.9,GIA,11.54 x 7.47 x 5.00,"$26,521"
Oval,5.01,Good,D,IF,50,65.8,GIA,13.29 x 9.38 x 6.17,"$412,397"
Oval,1.04,Good,D,VS1,50,70.2,GIA,7.37 x 5.63 x 3.95,"$6,058"
Oval,2.51,Good,H,VS2,50,60.2,GIA,10.82 x 7.23 x 4.35,"$22,911"
Oval,1,Good,K,VVS2,50,57.9,GIA,7.89 x 5.70 x 3.30,"$2,414"
Oval,1,Good,E,VS2,50,67,GIA,7.50 x 5.69 x 3.81,"$5,032"
Oval,2.51,Good,H,VS2,50,60.2,GIA,10.82 x 7.23 x 4.35,"$25,426"
Oval,2.5,Good,G,VS1,51,65.2,GIA,10.27 x 6.99 x 4.56,"$32,591"
Oval,3.01,Good,I,VVS2,51,64.9,GIA,11.21 x 8.01 x 5.19,"$40,066"
Oval,3.01,Good,D,VS1,51,60.5,GIA,10.69 x 8.03 x 4.86,"$80,063"
Oval,4.06,Good,G,VS1,51,63.7,GIA,12.66 x 8.53 x 5.43,"$116,584"
Oval,5.18,Good,E,VS1,51,60.1,GIA,13.82 x 9.61 x 5.78,"$191,255"
Oval,2.51,Ideal,F,VS2,51,63.3,GIA,10.04 x 7.71 x 4.88,"$32,667"
Oval,2,Ideal,G,VS2,51,64.2,GIA,9.60 x 7.23 x 4.64,"$18,603"
Oval,1,V.Good,G,SI1,51,65.3,GIA,7.41 x 5.54 x 3.62,"$3,556"
Oval,3.01,Good,D,SI1,51,68.5,GIA,10.70 x 7.66 x 5.25,"$41,451"
Oval,0.62,V.Good,D,SI1,51,64.3,GIA,7.20 x 4.65 x 2.99,"$1,317"
Oval,2.51,Ideal,G,VS1,51,61.6,GIA,10.42 x 7.53 x 4.64,"$28,978"
Oval,1,Ideal,E,SI2,51,62.6,GIA,7.80 x 5.48 x 3.43,"$3,326"
Oval,0.71,V.Good,E,SI1,51,62.8,GIA,7.40 x 4.75 x 2.97,"$1,832"
Oval,0.62,Good,E,VVS2,51,72.7,GIA,6.16 x 4.66 x 3.39,"$1,533"
Oval,1.03,Ideal,K,I1,51,59.6,GIA,8.07 x 5.82 x 3.47,"$1,123"
Oval,0.6,V.Good,D,VS2,51,66.6,GIA,6.55 x 4.70 x 3.13,"$1,511"
Oval,0.53,V.Good,E,VS1,51,65.4,GIA,6.27 x 4.51 x 2.95,"$1,087"
Oval,3.05,V.Good,J,VVS1,51,60.5,GIA,12.50 x 7.88 x 4.77,"$26,947"
Oval,0.51,Good,D,VVS2,51,74.6,GIA,5.74 x 4.16 x 3.10,"$1,579"
Oval,0.78,Good,G,VS2,51,72.8,GIA,6.50 x 4.87 x 3.54,"$2,010"
Asscher,1.15,V.Good,D,SI1,0,0,GIA,6.83 x 5.95 x 3.81,"$5,599"
Asscher,1.01,V.Good,D,VS1,0,0,GIA,5.71 x 5.46 x 3.82,"$5,439"
Asscher,1,V.Good,F,VS1,0,0,GIA,5.40 x 5.16 x 3.79,"$5,019"
Asscher,1.01,V.Good,F,VVS2,0,0,GIA,5.35 x 5.34 x 3.97,"$4,890"
Asscher,1.03,V.Good,G,VS2,0,0,GIA,5.66 x 5.32 x 3.67,"$4,735"
Asscher,1.01,V.Good,E,VS1,0,0,GIA,5.56 x 5.25 x 3.81,"$5,315"
Asscher,1.01,V.Good,E,VVS1,0,0,GIA,5.53 x 5.27 x 3.75,"$6,645"
Asscher,0.72,V.Good,G,VVS2,0,0,GIA,5.06 x 4.79 x 3.49,"$2,350"
Asscher,1.01,V.Good,E,VS2,0,0,GIA,5.72 x 5.44 x 3.77,"$5,179"
Asscher,1.01,V.Good,H,VVS1,0,0,GIA,5.67 x 5.23 x 3.85,"$4,455"
Asscher,1.2,V.Good,D,SI2,0,0,GIA,6.08 x 5.98 x 4.20,"$5,471"
Asscher,1.22,V.Good,H,VS1,0,0,GIA,5.82 x 5.71 x 4.02,"$4,943"
Asscher,0.76,V.Good,F,VS1,0,0,GIA,5.00 x 4.96 x 3.42,"$2,725"
Asscher,0.81,V.Good,F,VVS2,0,0,GIA,5.03 x 5.00 x 3.74,"$2,951"
Asscher,1.01,V.Good,F,VS1,0,0,GIA,5.53 x 5.31 x 3.91,"$4,833"
Asscher,1.2,V.Good,F,VS2,0,0,GIA,5.82 x 5.58 x 4.02,"$6,562"
Asscher,1,V.Good,E,VS1,0,0,GIA,5.53 x 5.29 x 3.72,"$5,180"
Asscher,1.01,V.Good,E,VVS1,0,0,GIA,5.53 x 5.27 x 3.75,"$6,657"
Asscher,1.01,V.Good,H,IF,0,0,GIA,5.72 x 5.36 x 3.80,"$5,211"
Asscher,1.03,V.Good,G,VS1,0,0,GIA,5.61 x 5.54 x 3.72,"$5,331"
Asscher,0.7,V.Good,G,VVS1,0,0,GIA,4.87 x 4.72 x 3.42,"$2,387"
Asscher,1,V.Good,F,VS1,0,0,GIA,5.40 x 5.16 x 3.79,"$5,016"
Asscher,1,V.Good,F,VS2,0,0,GIA,5.78 x 5.47 x 3.85,"$4,814"
Asscher,1.01,V.Good,D,VS1,0,0,GIA,5.71 x 5.46 x 3.82,"$5,430"
Asscher,1.01,V.Good,E,VS1,0,0,GIA,5.56 x 5.25 x 3.81,"$5,306"
Asscher,1.01,V.Good,E,VS2,0,0,GIA,5.72 x 5.44 x 3.77,"$4,757"
Asscher,1.01,V.Good,G,VVS1,0,0,GIA,5.49 x 5.24 x 3.88,"$5,144"
Asscher,1.01,V.Good,G,VVS2,0,0,GIA,5.43 x 5.39 x 3.85,"$5,259"
Asscher,2.21,V.Good,G,VS1,0,0,GIA,7.51 x 7.50 x 5.05,"$21,388"
Asscher,1.01,V.Good,I,I1,0,0,GIA,5.50 x 5.34 x 3.65,"$2,160"
Asscher,5.01,Ideal,I,VS2,0.7,70.3,GIA,0 x 0 x 0,"$88,440"
Asscher,2.06,V.Good,K,SI1,44,86.4,GIA,7.07 x 6.24 x 5.39,"$7,593"
Asscher,2.73,Good,K,SI1,51,70.9,GIA,8.41 x 7.75 x 5.49,"$12,154"
Asscher,1.02,V.Good,E,SI1,52,68.8,GIA,5.84 x 5.74 x 3.95,"$4,438"
Asscher,1.02,V.Good,E,SI1,52,68.8,GIA,5.84 x 5.74 x 3.95,"$4,607"
Asscher,1.78,Good,D,VVS1,52,69.3,GIA,6.89 x 6.59 x 4.56,"$23,830"
Asscher,3,V.Good,D,VVS2,53,66.8,GIA,8.24 x 7.92 x 5.29,"$97,657"
Asscher,1.27,V.Good,G,IF,53,64.8,GIA,6.26 x 6.16 x 3.99,"$8,161"
Asscher,1,V.Good,E,VS1,53,70,GIA,5.52 x 5.50 x 3.85,"$4,647"
Asscher,1,V.Good,E,VS1,53,70,GIA,5.52 x 5.50 x 3.85,"$4,890"
Asscher,0.63,V.Good,F,VS1,55,69,GIA,4.69 x 4.61 x 3.18,"$1,842"
Asscher,0.52,V.Good,G,VVS2,55,68.6,GIA,4.50 x 4.36 x 2.99,"$1,446"
Asscher,3.01,V.Good,D,VVS1,55,70.2,GIA,8.05 x 7.98 x 5.60,"$81,770"
Asscher,0.57,V.Good,E,VS1,55,69.6,GIA,4.67 x 4.50 x 3.13,"$1,580"
Asscher,1.09,V.Good,D,VS1,55,68.2,GIA,5.90 x 5.63 x 3.84,"$6,589"
Asscher,0.74,V.Good,F,VS2,55,68.8,GIA,5.07 x 5.07 x 3.49,"$2,611"
Asscher,1.01,V.Good,H,VS1,55,67.5,GIA,5.86 x 5.61 x 3.79,"$3,871"
Asscher,0.48,V.Good,D,VS2,56,66.2,GIA,4.52 x 4.35 x 2.88,"$1,225"
Asscher,0.48,V.Good,E,VS2,56,65.1,GIA,4.47 x 4.41 x 2.87,"$1,262"
Asscher,0.47,Good,D,VS1,56,68,GIA,4.34 x 4.29 x 2.92,"$1,279"
Asscher,0.61,Good,H,SI1,56,69,GIA,4.69 x 4.68 x 3.23,"$1,386"
Asscher,0.53,V.Good,G,VVS1,56,64.5,GIA,4.68 x 4.49 x 2.90,"$1,576"
Asscher,0.59,Good,G,VS1,56,67.4,GIA,4.65 x 4.49 x 3.03,"$1,666"
Asscher,0.61,V.Good,F,VVS2,56,65.1,GIA,4.80 x 4.67 x 3.04,"$1,839"
Asscher,0.62,Good,F,VVS2,56,71.1,GIA,4.76 x 4.64 x 3.30,"$1,854"
Asscher,0.61,V.Good,E,VS1,56,64.5,GIA,4.78 x 4.65 x 3.00,"$1,932"
Asscher,0.61,V.Good,F,VVS1,56,66,GIA,4.74 x 4.70 x 3.10,"$2,103"
Asscher,0.7,Good,G,SI1,56,67.4,GIA,5.09 x 5.03 x 3.39,"$2,261"
Asscher,0.81,Good,G,VS2,56,69.8,GIA,5.08 x 4.97 x 3.47,"$2,576"
Asscher,0.82,Good,G,VS1,56,73.7,GIA,5.00 x 4.98 x 3.67,"$2,623"
Asscher,0.7,Good,F,VS1,56,71.7,GIA,4.86 x 4.76 x 3.41,"$2,626"
Asscher,0.7,Good,D,VS2,56,70.2,GIA,4.81 x 4.77 x 3.35,"$2,682"
Asscher,0.71,Good,D,VVS2,56,69,GIA,5.00 x 4.97 x 3.43,"$3,497"
Asscher,0.72,Good,E,VVS1,56,67.5,GIA,4.94 x 4.92 x 3.32,"$3,545"
Asscher,0.9,Good,H,VVS2,56,69.7,GIA,5.43 x 5.31 x 3.70,"$3,571"
Asscher,1.01,Good,E,VVS1,56,70.2,GIA,5.55 x 5.50 x 3.86,"$5,776"
Asscher,1.57,Good,G,VS1,56,69,GIA,6.45 x 6.29 x 4.35,"$12,137"
Asscher,1.56,Good,G,VS1,56,70,GIA,6.47 x 6.38 x 4.47,"$13,526"
Asscher,2.09,Good,D,SI2,56,68.9,GIA,7.21 x 7.05 x 4.86,"$22,217"
Asscher,2.01,Good,D,VS1,56,69.7,GIA,7.07 x 7.03 x 4.90,"$29,008"
Asscher,2.05,Good,F,IF,56,69.3,GIA,7.27 x 7.04 x 4.88,"$35,790"
Asscher,3.04,Good,I,VVS2,56,74,GIA,8.07 x 7.76 x 5.74,"$40,060"
Asscher,3.02,V.Good,D,VS2,56,66.9,GIA,8.25 x 8.14 x 5.45,"$58,444"
Asscher,1.03,Ideal,F,VVS1,56,67.5,GIA,5.80 x 5.75 x 3.88,"$6,338"
Asscher,1.05,Ideal,D,IF,56,68.7,GIA,5.65 x 5.60 x 3.85,"$11,856"
Asscher,1.01,Good,E,VVS1,56,76.2,GIA,5.55 x 5.26 x 4.01,"$5,271"
Asscher,1.76,Good,F,VS2,56,72.2,GIA,8.08 x 5.51 x 3.98,"$13,842"
Asscher,1.05,V.Good,E,VS1,56,67.9,GIA,5.90 x 5.62 x 3.82,"$5,285"
Asscher,1,Ideal,H,VVS1,56,71,GIA,5.49 x 5.41 x 3.84,"$4,206"
Asscher,1.03,V.Good,F,VS2,56,70.3,GIA,5.71 x 5.50 x 3.86,"$5,033"
Asscher,2.09,Ideal,F,VS1,56,68.8,GIA,7.27 x 6.99 x 4.81,"$23,627"
Asscher,1.03,V.Good,G,VS2,56,67.3,GIA,5.82 x 5.62 x 3.78,"$4,742"
Asscher,1,Good,I,I1,56,73.3,GIA,6.45 x 4.64 x 3.40,"$1,683"
Asscher,3.02,Ideal,D,VS2,56,66.9,GIA,8.25 x 8.14 x 5.45,"$57,415"
Asscher,1.01,Good,E,VS1,56,76.2,GIA,5.55 x 5.26 x 4.01,"$5,271"
Asscher,1.36,Ideal,G,VS2,56,69.9,GIA,6.19 x 6.16 x 4.31,"$6,254"
Asscher,0.55,V.Good,I,VS2,56,69.2,GIA,4.54 x 4.48 x 3.1,"$1,120"
Asscher,1.03,V.Good,F,VVS1,56,67.5,GIA,5.80 x 5.75 x 3.88,"$6,670"
Asscher,1.76,V.Good,F,VS2,56,72.2,GIA,8.08 x 5.51 x 3.98,"$14,567"
Asscher,1.05,V.Good,E,VS1,56,67.9,GIA,5.90 x 5.62 x 3.82,"$5,505"
Asscher,1.05,V.Good,D,IF,56,68.7,GIA,5.65 x 5.60 x 3.85,"$12,359"
Asscher,1.01,V.Good,E,VVS1,56,76.2,GIA,5.55 x 5.26 x 4.01,"$5,506"
Asscher,1.06,V.Good,H,VVS1,56,69.9,GIA,5.65 x 5.59 x 3.91,"$4,764"
Asscher,3.02,V.Good,D,VS2,56,66.9,GIA,8.25 x 8.14 x 5.45,"$56,097"
Asscher,0.53,V.Good,G,VVS1,56,64.5,GIA,4.68 x 4.49 x 2.90,"$1,571"
Asscher,0.48,V.Good,E,VS2,56,65.1,GIA,4.47 x 4.41 x 2.87,"$1,299"
Asscher,1.07,V.Good,K,VS1,56,69.6,GIA,5.67 x 5.64 x 3.93,"$3,526"
Asscher,0.71,V.Good,D,VS2,56,76.1,GIA,4.81 x 4.69 x 3.57,"$2,751"
Asscher,2.09,V.Good,F,VS1,56,68.8,GIA,7.27 x 6.99 x 4.81,"$24,733"
Asscher,1,V.Good,H,VVS1,56,71,GIA,5.49 x 5.41 x 3.84,"$4,366"
